Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Date_Joined_Year,Years_to_Unicorn,Year_Founded,Company_Age_2025,Log_Valuation,Is_Tech_Hub,Is_Silicon_Valley,Country_Tier,Investor_Count,Has_Top_VC,Is_Tech_Intensive,Ind_Enterprise_Tech,Ind_Fintech,Ind_Healthcare,Ind_Other,Era_2010-2014,Era_2015-2019,Era_2020+,Era_Pre-2000,ValCat_Medium,ValCat_Mega,ValCat_Small
The Boring Company,5.7,2022-04-20,United States,Pflugerville,Industrials,"VY Capital, 8VC, Craft Ventures",2022,5,2017,8,1.7404661748405046,0,0,1,3,0,0,False,False,False,True,False,True,False,False,True,False,False
Postman,5.6,2020-06-11,United States,San Francisco,Enterprise Tech,"Nexus Venture Partners, CRV, Insight Partners",2020,6,2014,11,1.7227665977411035,1,1,1,3,1,1,True,False,False,False,True,False,False,False,True,False,False
FiveTran,5.6,2020-06-30,United States,Oakland,Enterprise Tech,"Matrix Partners, Andreessen Horowitz, General Catalyst",2020,8,2012,13,1.7227665977411035,0,0,1,3,1,1,True,False,False,False,True,False,False,False,True,False,False
ContentSquare,5.6,2021-05-25,France,Paris,Enterprise Tech,"Highland Europe, Eurazeo, Canaan Partners",2021,9,2012,13,1.7227665977411035,0,0,2,3,0,1,True,False,False,False,True,False,False,False,True,False,False
Helsing,5.37,2023-09-14,Germany,Munchen,Enterprise Tech,,2023,2,2021,4,1.6808279085207734,0,0,2,0,0,1,True,False,False,False,False,False,True,False,True,False,False
Trade Republic,5.36,2021-05-20,Germany,Berlin,Financial Services,"Founders Fund. Accel, Creandum",2021,6,2015,10,1.6789639750827108,0,0,2,2,1,1,False,True,False,False,False,True,False,False,True,False,False
Odoo,5.3,2021-07-29,Belgium,Louvain-la-Neuve,Enterprise Tech,"Summit Partners, Noshaq, Sofinnova Partners",2021,16,2005,20,1.667706820558076,0,0,3,3,0,1,True,False,False,False,False,False,False,False,True,False,False
Shield AI,5.3,2021-08-24,United States,San Diego,Industrials,"Andreessen Horowitz, Homebrew, Point72 Ventures",2021,6,2015,10,1.667706820558076,0,0,1,3,1,0,False,False,False,True,False,True,False,False,True,False,False
Rappi,5.25,2018-08-31,Colombia,Bogota,Consumer & Retail,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",2018,3,2015,10,1.6582280766035324,0,0,3,4,1,1,False,False,False,False,False,True,False,False,True,False,False
Collibra,5.25,2019-01-29,Belgium,Brussels,Enterprise Tech,"Index Ventures, Battery Ventures, ICONIQ Capital",2019,11,2008,17,1.6582280766035324,0,0,3,3,0,1,True,False,False,False,False,False,False,False,True,False,False
NinjaOne,5.0,2024-02-06,United States,Austin,Enterprise Tech,,2024,11,2013,12,1.6094379124341003,0,0,1,0,0,1,True,False,False,False,True,False,False,False,True,False,False
Quince,4.5,2025-07-29,United States,San Francisco,Enterprise Tech,"8VC, Notable Capital",2025,7,2018,7,1.5040773967762742,1,1,1,2,0,1,True,False,False,False,False,True,False,False,False,False,True
OneTrust,4.5,2019-07-11,United States,Atlanta,Enterprise Tech,Insight Partners,2019,3,2016,9,1.5040773967762742,0,0,1,1,1,1,True,False,False,False,False,True,False,False,False,False,True
QuintoAndar,5.1,2019-09-09,Brazil,Campinas,Financial Services,"Kaszek Ventures, General Atlantic, SoftBank Group",2019,7,2012,13,1.62924053973028,0,0,3,3,1,1,False,True,False,False,True,False,False,False,True,False,False
Monzo,5.9,2018-10-31,United Kingdom,London,Financial Services,"Passion Capital, Thrive Capital, Orange Digital Ventures",2018,18,2000,25,1.7749523509116738,1,0,2,3,0,1,False,True,False,False,False,False,False,False,True,False,False
C6 Bank,5.05,2020-12-02,Brazil,Sao Paulo,Financial Services,Credit Suisse,2020,2,2018,7,1.6193882432872684,0,0,3,1,0,1,False,True,False,False,False,True,False,False,True,False,False
Redwood Materials,5.0,2021-07-28,United States,Carson City,Industrials,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",2021,4,2017,8,1.6094379124341003,0,0,1,3,0,0,False,False,False,True,False,True,False,False,True,False,False
Abnormal Security,5.1,2022-05-10,United States,San Francisco,Enterprise Tech,"Greylock Partners, Insight Partners,Menlo Ventures",2022,4,2018,7,1.62924053973028,1,1,1,3,1,1,True,False,False,False,False,True,False,False,True,False,False
Airwallex,5.5,2019-03-25,Australia,Melbourne,Financial Services,"DST Global, Sequoia Capital China, Tencent Holdings",2019,4,2015,10,1.7047480922384253,0,0,3,3,1,1,False,True,False,False,False,True,False,False,True,False,False
Mambu,5.5,2021-01-06,Netherlands,Amsterdam,Financial Services,"Runa Capital, Acton Capital Partners, Point Nine Capital",2021,10,2011,14,1.7047480922384253,0,0,3,3,0,1,False,True,False,False,True,False,False,False,True,False,False
Oura,5.0,2022-04-05,Finland,Oulu,Healthcare & Life Sciences,"Forerunner Ventures, Lifeline Ventures, MSD Capital",2022,9,2013,12,1.6094379124341003,0,0,3,3,0,0,False,False,True,False,True,False,False,False,True,False,False
Howden Group Holdings,5.0,2020-09-29,United Kingdom,London,Insurance,"General Atlantic, 3i Group, Huagai Capital",2020,26,1994,31,1.6094379124341003,1,0,2,3,0,1,False,True,False,False,False,False,False,True,True,False,False
SambaNova Systems,5.0,2021-04-13,United States,Palo Alto,Enterprise Tech,"Walden International, Google Ventures, Intel Capital",2021,4,2017,8,1.6094379124341003,1,1,1,3,0,1,True,False,False,False,False,True,False,False,True,False,False
ZEPZ,5.0,2021-08-23,United Kingdom,London,Financial Services,"Accel, Technology Crossover Ventures, LeapFrog Investments",2021,11,2010,15,1.6094379124341003,1,0,2,3,1,1,False,True,False,False,True,False,False,False,True,False,False
OakNorth Bank,5.0,2017-10-12,United Kingdom,London,Financial Services,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",2017,2,2015,10,1.6094379124341003,1,0,2,3,0,1,False,True,False,False,False,True,False,False,True,False,False
Moon Active,5.0,2020-01-26,Israel,Tel Aviv,Media & Entertainment,"Insight Partners, Andalusian Capital Partners",2020,5,2015,10,1.6094379124341003,1,0,2,2,1,1,False,False,False,False,False,True,False,False,True,False,False
Whatnot,5.0,2021-09-16,United States,Marina del Rey,Consumer & Retail,"Y Combinator, Andreessen Horowitz, Wonder Ventures",2021,2,2019,6,1.6094379124341003,0,0,1,3,1,1,False,False,False,False,False,True,False,False,True,False,False
OfBusiness,5.0,2021-07-31,India,Gurgaon,Industrials,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",2021,6,2015,10,1.6094379124341003,0,0,2,3,1,0,False,False,False,True,False,True,False,False,True,False,False
Cockroach Labs,5.0,2021-01-12,United States,New York,Enterprise Tech,"Google Ventures, Benchmark, FirstMark Capital",2021,6,2015,10,1.6094379124341003,1,0,1,3,1,1,True,False,False,False,False,True,False,False,True,False,False
Pine Labs,5.0,2020-01-24,India,Noida,Financial Services,"Sequoia Capital India, Temasek, PayPal Ventures",2020,22,1998,27,1.6094379124341003,0,0,2,3,1,1,False,True,False,False,False,False,False,True,True,False,False
Qonto,5.0,2022-01-11,France,Paris,Enterprise Tech,"Alven Capital, Valar Ventures, Tencent Holdings",2022,6,2016,9,1.6094379124341003,0,0,2,3,0,1,True,False,False,False,False,True,False,False,True,False,False
Icertis,5.0,2019-07-17,United States,Bellevue,Enterprise Tech,"Eight Roads Ventures, Greycroft, Ignition Partners",2019,10,2009,16,1.6094379124341003,0,0,1,3,0,1,True,False,False,False,False,False,False,False,True,False,False
Hopper,5.0,2021-03-24,Canada,Montreal,Consumer & Retail,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",2021,14,2007,18,1.6094379124341003,0,0,2,3,0,1,False,False,False,False,False,False,False,False,True,False,False
VerSe Innovation,5.0,2020-12-22,India,Bengaluru,Media & Entertainment,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",2020,13,2007,18,1.6094379124341003,0,0,2,3,1,1,False,False,False,False,False,False,False,False,True,False,False
Lenskart,5.0,2019-12-20,India,Faridabad,Consumer & Retail,"Chiratae Ventures, PremjiInvest, Softbank",2019,11,2008,17,1.6094379124341003,0,0,2,3,1,1,False,False,False,False,False,False,False,False,True,False,False
ShareChat,5.0,2021-04-08,India,Bengaluru,Media & Entertainment,"India Quotient, Elevation Capital, Lightspeed Venture Partners",2021,6,2015,10,1.6094379124341003,0,0,2,3,1,1,False,False,False,False,False,True,False,False,True,False,False
Coalition,5.0,2021-03-17,United States,San Francisco,Insurance,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2021,4,2017,8,1.6094379124341003,1,1,1,3,0,1,False,True,False,False,False,True,False,False,True,False,False
Zepto,5.81,2023-08-25,India,Mumbai,Consumer & Retail,"Nexus Venture Partners, Contrary, Global Founders Capital",2023,2,2021,4,1.7595805708638197,0,0,2,3,0,1,False,False,False,False,False,False,True,False,True,False,False
Meesho,4.0,2021-04-05,India,Bengaluru,Consumer & Retail,"Venture Highway, Sequoia Capital India, Prosus Ventures",2021,6,2015,10,1.3862943611198906,0,0,2,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Cerebral,4.8,2021-06-10,United States,San Francisco,Healthcare & Life Sciences,"Oak HC/FT Partners, Artis Ventures, WestCap Group",2021,1,2020,5,1.5686159179138452,1,1,1,3,0,0,False,False,True,False,False,False,True,False,False,False,True
Reify Health,4.8,2021-08-10,United States,Boston,Healthcare & Life Sciences,"Sierra Ventures, Battery Ventures, Asset Management Ventures",2021,9,2012,13,1.5686159179138452,1,0,1,3,0,0,False,False,True,False,True,False,False,False,False,False,True
Chipone,4.73,2021-12-16,China,Beijing,Industrials,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",2021,13,2008,17,1.5539252025038417,1,0,1,3,0,0,False,False,False,True,False,False,False,False,False,False,True
BetterUp,4.7,2021-02-25,United States,San Francisco,Enterprise Tech,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",2021,8,2013,12,1.547562508716013,1,1,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Pleo,4.7,2021-07-06,Denmark,Copenhagen,Enterprise Tech,"Creandum, Founders, Kinnevik",2021,6,2015,10,1.547562508716013,0,0,3,3,0,1,True,False,False,False,False,True,False,False,False,False,True
SonarSource,4.7,2022-04-26,Switzerland,Geneva,Enterprise Tech,"Advent International,General Catalyst,Insight Partners",2022,14,2008,17,1.547562508716013,0,0,3,3,1,1,True,False,False,False,False,False,False,False,False,False,True
Lyra Health,5.85,2020-08-25,United States,Burlingame,Healthcare & Life Sciences,"Greylock Partners, Venrock, Providence Ventures",2020,5,2015,10,1.766441661243765,0,0,1,3,1,0,False,False,True,False,False,True,False,False,True,False,False
SandboxAQ,5.6,2024-12-18,United States,Palo Alto,Enterprise Tech,"Breyer Capital, Parkway VC, TIME Ventures",2024,2,2022,3,1.7227665977411035,1,1,1,3,0,1,True,False,False,False,False,False,True,False,True,False,False
Checkr,4.6,2019-09-19,United States,San Francisco,Enterprise Tech,"Y Combinator, Accel, T. Rowe Price",2019,5,2014,11,1.5260563034950492,1,1,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Glean,4.6,2022-05-18,United States,Palo Alto,Enterprise Tech,"General Catalyst, Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners",2022,3,2019,6,1.5260563034950492,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Skims,4.0,2021-04-09,United States,Los Angeles,Consumer & Retail,"Thrive Capital, Alliance Consumer Growth, Imaginary Ventures",2021,2,2019,6,1.3862943611198906,1,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Color,4.6,2021-01-04,United States,Burlingame,Healthcare & Life Sciences,"General Catalyst, Viking Global Investors, T. Rowe Price",2021,8,2013,12,1.5260563034950492,0,0,1,3,1,0,False,False,True,False,True,False,False,False,False,False,True
Lendable,4.58,2021-03-31,United Kingdom,London,Financial Services,"Ontario Teachers' Pension Plan, Goldman Sachs",2021,7,2014,11,1.5216989981260935,1,0,2,2,0,1,False,True,False,False,True,False,False,False,False,False,True
Vinted,5.4,2019-11-27,Lithuania,Vilnius,Consumer & Retail,"Accel, Insight Partners, Burda Principal Investments",2019,11,2008,17,1.6863989535702288,0,0,3,3,1,1,False,False,False,False,False,False,False,False,True,False,False
Helion Energy,5.43,2021-11-05,United States,Redmond,Industrials,"Mithril Capital Management, Y Combinator, Capricorn Investment Group",2021,8,2013,12,1.691939133945844,0,0,1,3,0,0,False,False,False,True,True,False,False,False,True,False,False
VIPKid,4.5,2016-08-04,China,Beijing,Consumer & Retail,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",2016,3,2013,12,1.5040773967762742,1,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
Socure,4.5,2021-03-16,United States,New York,Financial Services,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2021,9,2012,13,1.5040773967762742,1,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
wefox,4.5,2019-03-05,Germany,Berlin,Insurance,"Salesforce Ventures, Seedcamp, OMERS Ventures",2019,5,2014,11,1.5040773967762742,0,0,2,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Hugging Face,4.5,2022-05-09,United States,New York,Enterprise Tech,"Betaworks Ventures, Addition, Lux Capital",2022,6,2016,9,1.5040773967762742,1,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Outreach,4.4,2019-04-16,United States,Seattle,Enterprise Tech,"Mayfield Fund, M12, Trinity Ventures",2019,8,2011,14,1.4816045409242156,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Lightmatter,4.4,2023-12-19,United States,Mountain View,Enterprise Tech,"Google Ventures, Spark Capital, Matrix Partners",2023,6,2017,8,1.4816045409242156,1,1,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Alan,4.46,2021-04-19,France,Paris,Healthcare & Life Sciences,"Index Ventures, Temasek, Portag3 Ventures",2021,5,2016,9,1.4951487660319727,0,0,2,3,0,0,False,False,True,False,False,True,False,False,False,False,True
Guild Education,4.4,2019-11-13,United States,Denver,Enterprise Tech,"General Atlantic, Blackstone, ICONIQ Growth",2019,4,2015,10,1.4816045409242156,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Arctic Wolf Networks,4.3,2020-10-22,United States,Eden Prairie,Enterprise Tech,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",2020,8,2012,13,1.4586150226995167,0,0,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Island,5.0,2022-03-23,United States,Dallas,Enterprise Tech,"Insight Partners, Sequoia Capital, Stripes Group",2022,2,2020,5,1.6094379124341003,0,0,1,3,1,1,True,False,False,False,False,False,True,False,True,False,False
OutSystems,4.3,2018-06-05,United States,Boston,Enterprise Tech,"KKR, ES Ventures, North Bridge Growth Equity",2018,17,2001,24,1.4586150226995167,1,0,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
Sorare,4.3,2021-09-21,France,Paris,Media & Entertainment,"Benchmark, Accel, SoftBank Group",2021,2,2019,6,1.4586150226995167,0,0,2,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Zipline,4.2,2019-05-20,United States,South San Francisco,Industrials,"Sequoia Capital, Baillie Gifford & Co., Google Ventures",2019,5,2014,11,1.4350845252893227,0,0,1,3,1,0,False,False,False,True,True,False,False,False,False,False,True
Relativity Space,4.2,2020-11-23,United States,Inglewood,Industrials,"Playground Global, Bond, Tribe Capital",2020,4,2016,9,1.4350845252893227,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Miaoshou Doctor,4.25,2019-06-27,China,Beijing,Healthcare & Life Sciences,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2019,4,2015,10,1.4469189829363254,1,0,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True
ThoughtSpot,4.2,2018-05-08,United States,Sunnyvale,Enterprise Tech,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",2018,6,2012,13,1.4350845252893227,0,0,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Globalization Partners,4.2,2022-01-24,United States,Boston,Enterprise Tech,"Vista Equity Partners, Wincove, TDR Capital",2022,10,2012,13,1.4350845252893227,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
dbt Labs,4.2,2021-06-30,United States,Philadelphia,Enterprise Tech,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",2021,5,2016,9,1.4350845252893227,0,0,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
SSENSE,4.15,2021-06-08,Canada,Montreal,Consumer & Retail,Sequoia Capital,2021,18,2003,22,1.423108334242607,0,0,2,1,1,1,False,False,False,False,False,False,False,False,False,False,True
Vanta,4.15,2022-06-07,United States,San Francisco,Enterprise Tech,"Craft Ventures, Sequoia Capital, Verissimo Ventures",2022,4,2018,7,1.423108334242607,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Dataminr,4.1,2018-06-04,United States,New York,Enterprise Tech,"Venrock, Institutional Venture Partners, Goldman Sachs",2018,9,2009,16,1.410986973710262,1,0,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
BitPanda,4.11,2021-03-16,Austria,Vienna,Financial Services,"Speedinvest, Valar Ventures, Uniqa Ventures",2021,7,2014,11,1.4134230285081433,0,0,3,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Weee!,4.1,2021-03-16,United States,Fremont,Consumer & Retail,"Goodwater Capital, iFly, XVC Venture Capital",2021,6,2015,10,1.410986973710262,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
AlphaSense,4.0,2022-06-15,United States,New York,Enterprise Tech,"Viking Global Investors, GS Growth, BlackRock",2022,11,2011,14,1.3862943611198906,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
